자소서,질문
"제가 생각하는 석유화학업계의 향후 트렌드는 '친환경'입니다. 정부의 2050 넷제로 선언, 롯데케미칼은 석유화학업계 최초 SAP 기반 GEMS 구축, GREEN PROMISE 2030 선언 등 환경경영을 확대해 나아가는 모습을 보여주고 있습니다. 이러한 상황에 저의 강점, 제가 기여할 점 등을 생산지원-전기 직무와 관련 지어 기술하도록 하겠습니다. 친환경에 앞서 더욱 중요한 점은 전기 엔지니어로서의 기초 지식입니다. 단순히 설비에 대한 지식뿐만 아니라 전체적인 계통에 대한 이해가 필요하다는 생각을 하였습니다. 이를 위해  교육원에서 진행한 '초급 계통운영반' 수업을 수강하며 국내의 전력계통 현황, 전력수급계획, 운영발전계획 수립 등 평소 대략적으로만 알고 있던 부분에 대해 자세하고 확실하게 알 수 있는 계기가 되었습니다.
향후 트렌드 라고 생각하는 친환경 경영에 걸맞는 엔지니어가 되기 위해  온실가스 감축 사업 관리자 양성교육과, 주관한 에너지 신산업 특강 등을 수료함으로써 환경 부분으로도 넓은 시야를 가질 수 있게 되었습니다. 이러한 저의 경험과 지식으로 롯데케미칼이 실천할 환경경영에 있어 제가 수행해야 할 여러 가지 부분(고효율의 설비 도입, 신재생에너지 사용)에 관한 끊임없는 공부와 현장 경험을 통해 최고의 결과를 가져올 수 있도록 노력하겠습니다",롯데케미칼의 친환경 경영에 대한 비전을 이루기 위해 개인적으로 중요하다고 생각하는 가치나 원칙이 있나요?
"제가 생각하는 석유화학업계의 향후 트렌드는 '친환경'입니다. 정부의 2050 넷제로 선언, 롯데케미칼은 석유화학업계 최초 SAP 기반 GEMS 구축, GREEN PROMISE 2030 선언 등 환경경영을 확대해 나아가는 모습을 보여주고 있습니다. 이러한 상황에 저의 강점, 제가 기여할 점 등을 생산지원-전기 직무와 관련 지어 기술하도록 하겠습니다. 친환경에 앞서 더욱 중요한 점은 전기 엔지니어로서의 기초 지식입니다. 단순히 설비에 대한 지식뿐만 아니라 전체적인 계통에 대한 이해가 필요하다는 생각을 하였습니다. 이를 위해  교육원에서 진행한 '초급 계통운영반' 수업을 수강하며 국내의 전력계통 현황, 전력수급계획, 운영발전계획 수립 등 평소 대략적으로만 알고 있던 부분에 대해 자세하고 확실하게 알 수 있는 계기가 되었습니다.
향후 트렌드 라고 생각하는 친환경 경영에 걸맞는 엔지니어가 되기 위해  온실가스 감축 사업 관리자 양성교육과, 주관한 에너지 신산업 특강 등을 수료함으로써 환경 부분으로도 넓은 시야를 가질 수 있게 되었습니다. 이러한 저의 경험과 지식으로 롯데케미칼이 실천할 환경경영에 있어 제가 수행해야 할 여러 가지 부분(고효율의 설비 도입, 신재생에너지 사용)에 관한 끊임없는 공부와 현장 경험을 통해 최고의 결과를 가져올 수 있도록 노력하겠습니다","앞으로의 진로에 대해 어떤 목표와 비전을 가지고 있으며, 롯데케미칼과 함께 친환경 엔지니어로서의 경력을 어떻게 그려나가고 싶은가요?"
"저는 정확한 개인 및 기업 신용분석을 바탕으로 SGI 서울보증이 많은 기업인들로부터 더 많은 신뢰와 믿음을 얻을 수 있도록 기여하기 위해 지원했습니다. 최근 세계 경기 침체의 가능성과 긴축정책, 인플레이션으로 인한 공급 사이드의 부정적 영향으로 개인 및 기업들이 활력을 잃어가고 있습니다. 또한 경기 침체의 우려로 시중은행들은 리스크 관리를 하기 위해 재정건정성이 부실하고 담보가 없는 영세 소상공인이나 중소기업들에게 대출을 하지 않아서 큰 우려가 되고 있습니다.
따라서 저는 재무적 요소와 비재무적 요소를 종합적으로 고려하고 분석하여 미래 계획이 확고하며 채무 상환 의지가 구체적으로 있는 개인 또는 기업들에게 알맞은 보증을 해서 그들이 사업이나 경영을 하는 데 큰 어려움을 느끼지 않도록 하는 것이 단기적 목표입니다. 장기적으로 저의 적절한 개인 및 기업의 신용분석으로 기업들의 활력들을 되찾아 기업들로부터 SGI 서울보증이 더 많은 신뢰와 믿음을 얻을 수 있게 기여하는 것입니다.",SGI 서울보증에서 신용분석을 맡기로 결정한 동기와 이유는 무엇인가요?
"저는 정확한 개인 및 기업 신용분석을 바탕으로 SGI 서울보증이 많은 기업인들로부터 더 많은 신뢰와 믿음을 얻을 수 있도록 기여하기 위해 지원했습니다. 최근 세계 경기 침체의 가능성과 긴축정책, 인플레이션으로 인한 공급 사이드의 부정적 영향으로 개인 및 기업들이 활력을 잃어가고 있습니다. 또한 경기 침체의 우려로 시중은행들은 리스크 관리를 하기 위해 재정건정성이 부실하고 담보가 없는 영세 소상공인이나 중소기업들에게 대출을 하지 않아서 큰 우려가 되고 있습니다.
따라서 저는 재무적 요소와 비재무적 요소를 종합적으로 고려하고 분석하여 미래 계획이 확고하며 채무 상환 의지가 구체적으로 있는 개인 또는 기업들에게 알맞은 보증을 해서 그들이 사업이나 경영을 하는 데 큰 어려움을 느끼지 않도록 하는 것이 단기적 목표입니다. 장기적으로 저의 적절한 개인 및 기업의 신용분석으로 기업들의 활력들을 되찾아 기업들로부터 SGI 서울보증이 더 많은 신뢰와 믿음을 얻을 수 있게 기여하는 것입니다.",경기 침체와 긴축정책 등의 불확실한 경제 상황에서 개인과 기업들이 직면한 문제들에 대해 어떤 관심과 인식을 가지고 있나요?
"저는 정확한 개인 및 기업 신용분석을 바탕으로 SGI 서울보증이 많은 기업인들로부터 더 많은 신뢰와 믿음을 얻을 수 있도록 기여하기 위해 지원했습니다. 최근 세계 경기 침체의 가능성과 긴축정책, 인플레이션으로 인한 공급 사이드의 부정적 영향으로 개인 및 기업들이 활력을 잃어가고 있습니다. 또한 경기 침체의 우려로 시중은행들은 리스크 관리를 하기 위해 재정건정성이 부실하고 담보가 없는 영세 소상공인이나 중소기업들에게 대출을 하지 않아서 큰 우려가 되고 있습니다.
따라서 저는 재무적 요소와 비재무적 요소를 종합적으로 고려하고 분석하여 미래 계획이 확고하며 채무 상환 의지가 구체적으로 있는 개인 또는 기업들에게 알맞은 보증을 해서 그들이 사업이나 경영을 하는 데 큰 어려움을 느끼지 않도록 하는 것이 단기적 목표입니다. 장기적으로 저의 적절한 개인 및 기업의 신용분석으로 기업들의 활력들을 되찾아 기업들로부터 SGI 서울보증이 더 많은 신뢰와 믿음을 얻을 수 있게 기여하는 것입니다.",재무적 요소와 비재무적 요소를 종합적으로 고려하여 개인과 기업의 신용분석을 수행하는 것이 왜 중요하다고 생각하시나요?
"저는 정확한 개인 및 기업 신용분석을 바탕으로 SGI 서울보증이 많은 기업인들로부터 더 많은 신뢰와 믿음을 얻을 수 있도록 기여하기 위해 지원했습니다. 최근 세계 경기 침체의 가능성과 긴축정책, 인플레이션으로 인한 공급 사이드의 부정적 영향으로 개인 및 기업들이 활력을 잃어가고 있습니다. 또한 경기 침체의 우려로 시중은행들은 리스크 관리를 하기 위해 재정건정성이 부실하고 담보가 없는 영세 소상공인이나 중소기업들에게 대출을 하지 않아서 큰 우려가 되고 있습니다.
따라서 저는 재무적 요소와 비재무적 요소를 종합적으로 고려하고 분석하여 미래 계획이 확고하며 채무 상환 의지가 구체적으로 있는 개인 또는 기업들에게 알맞은 보증을 해서 그들이 사업이나 경영을 하는 데 큰 어려움을 느끼지 않도록 하는 것이 단기적 목표입니다. 장기적으로 저의 적절한 개인 및 기업의 신용분석으로 기업들의 활력들을 되찾아 기업들로부터 SGI 서울보증이 더 많은 신뢰와 믿음을 얻을 수 있게 기여하는 것입니다.",어떤 방법과 접근 방식으로 개인과 기업들의 미래 계획과 채무 상환 의지를 평가하고 분석하시나요?
"저는 정확한 개인 및 기업 신용분석을 바탕으로 SGI 서울보증이 많은 기업인들로부터 더 많은 신뢰와 믿음을 얻을 수 있도록 기여하기 위해 지원했습니다. 최근 세계 경기 침체의 가능성과 긴축정책, 인플레이션으로 인한 공급 사이드의 부정적 영향으로 개인 및 기업들이 활력을 잃어가고 있습니다. 또한 경기 침체의 우려로 시중은행들은 리스크 관리를 하기 위해 재정건정성이 부실하고 담보가 없는 영세 소상공인이나 중소기업들에게 대출을 하지 않아서 큰 우려가 되고 있습니다.
따라서 저는 재무적 요소와 비재무적 요소를 종합적으로 고려하고 분석하여 미래 계획이 확고하며 채무 상환 의지가 구체적으로 있는 개인 또는 기업들에게 알맞은 보증을 해서 그들이 사업이나 경영을 하는 데 큰 어려움을 느끼지 않도록 하는 것이 단기적 목표입니다. 장기적으로 저의 적절한 개인 및 기업의 신용분석으로 기업들의 활력들을 되찾아 기업들로부터 SGI 서울보증이 더 많은 신뢰와 믿음을 얻을 수 있게 기여하는 것입니다.",개인과 기업들에게 알맞은 보증을 제공함으로써 어떤 혜택과 결과를 기대하고 있으신가요? 이에 따른 성공 사례를 언급해볼 수 있을까요?
"저는 정확한 개인 및 기업 신용분석을 바탕으로 SGI 서울보증이 많은 기업인들로부터 더 많은 신뢰와 믿음을 얻을 수 있도록 기여하기 위해 지원했습니다. 최근 세계 경기 침체의 가능성과 긴축정책, 인플레이션으로 인한 공급 사이드의 부정적 영향으로 개인 및 기업들이 활력을 잃어가고 있습니다. 또한 경기 침체의 우려로 시중은행들은 리스크 관리를 하기 위해 재정건정성이 부실하고 담보가 없는 영세 소상공인이나 중소기업들에게 대출을 하지 않아서 큰 우려가 되고 있습니다.
따라서 저는 재무적 요소와 비재무적 요소를 종합적으로 고려하고 분석하여 미래 계획이 확고하며 채무 상환 의지가 구체적으로 있는 개인 또는 기업들에게 알맞은 보증을 해서 그들이 사업이나 경영을 하는 데 큰 어려움을 느끼지 않도록 하는 것이 단기적 목표입니다. 장기적으로 저의 적절한 개인 및 기업의 신용분석으로 기업들의 활력들을 되찾아 기업들로부터 SGI 서울보증이 더 많은 신뢰와 믿음을 얻을 수 있게 기여하는 것입니다.",SGI 서울보증이 기업들로부터 더 많은 신뢰와 믿음을 얻기 위한 구체적인 전략과 방법을 어떻게 계획하고 있나요?
"저는 정확한 개인 및 기업 신용분석을 바탕으로 SGI 서울보증이 많은 기업인들로부터 더 많은 신뢰와 믿음을 얻을 수 있도록 기여하기 위해 지원했습니다. 최근 세계 경기 침체의 가능성과 긴축정책, 인플레이션으로 인한 공급 사이드의 부정적 영향으로 개인 및 기업들이 활력을 잃어가고 있습니다. 또한 경기 침체의 우려로 시중은행들은 리스크 관리를 하기 위해 재정건정성이 부실하고 담보가 없는 영세 소상공인이나 중소기업들에게 대출을 하지 않아서 큰 우려가 되고 있습니다.
따라서 저는 재무적 요소와 비재무적 요소를 종합적으로 고려하고 분석하여 미래 계획이 확고하며 채무 상환 의지가 구체적으로 있는 개인 또는 기업들에게 알맞은 보증을 해서 그들이 사업이나 경영을 하는 데 큰 어려움을 느끼지 않도록 하는 것이 단기적 목표입니다. 장기적으로 저의 적절한 개인 및 기업의 신용분석으로 기업들의 활력들을 되찾아 기업들로부터 SGI 서울보증이 더 많은 신뢰와 믿음을 얻을 수 있게 기여하는 것입니다.",개인과 기업들에게 신용분석 결과를 어떻게 전달하고 설명하시나요? 정보 제공과 의사 소통에 주의하시는 점은 무엇인가요?
"저는 정확한 개인 및 기업 신용분석을 바탕으로 SGI 서울보증이 많은 기업인들로부터 더 많은 신뢰와 믿음을 얻을 수 있도록 기여하기 위해 지원했습니다. 최근 세계 경기 침체의 가능성과 긴축정책, 인플레이션으로 인한 공급 사이드의 부정적 영향으로 개인 및 기업들이 활력을 잃어가고 있습니다. 또한 경기 침체의 우려로 시중은행들은 리스크 관리를 하기 위해 재정건정성이 부실하고 담보가 없는 영세 소상공인이나 중소기업들에게 대출을 하지 않아서 큰 우려가 되고 있습니다.
따라서 저는 재무적 요소와 비재무적 요소를 종합적으로 고려하고 분석하여 미래 계획이 확고하며 채무 상환 의지가 구체적으로 있는 개인 또는 기업들에게 알맞은 보증을 해서 그들이 사업이나 경영을 하는 데 큰 어려움을 느끼지 않도록 하는 것이 단기적 목표입니다. 장기적으로 저의 적절한 개인 및 기업의 신용분석으로 기업들의 활력들을 되찾아 기업들로부터 SGI 서울보증이 더 많은 신뢰와 믿음을 얻을 수 있게 기여하는 것입니다.",단기적 목표인 개인 및 기업들의 사업이나 경영에 대한 어려움을 덜어주기 위한 구체적인 계획과 도전에 대해 이야기해보세요.
"저는 정확한 개인 및 기업 신용분석을 바탕으로 SGI 서울보증이 많은 기업인들로부터 더 많은 신뢰와 믿음을 얻을 수 있도록 기여하기 위해 지원했습니다. 최근 세계 경기 침체의 가능성과 긴축정책, 인플레이션으로 인한 공급 사이드의 부정적 영향으로 개인 및 기업들이 활력을 잃어가고 있습니다. 또한 경기 침체의 우려로 시중은행들은 리스크 관리를 하기 위해 재정건정성이 부실하고 담보가 없는 영세 소상공인이나 중소기업들에게 대출을 하지 않아서 큰 우려가 되고 있습니다.
따라서 저는 재무적 요소와 비재무적 요소를 종합적으로 고려하고 분석하여 미래 계획이 확고하며 채무 상환 의지가 구체적으로 있는 개인 또는 기업들에게 알맞은 보증을 해서 그들이 사업이나 경영을 하는 데 큰 어려움을 느끼지 않도록 하는 것이 단기적 목표입니다. 장기적으로 저의 적절한 개인 및 기업의 신용분석으로 기업들의 활력들을 되찾아 기업들로부터 SGI 서울보증이 더 많은 신뢰와 믿음을 얻을 수 있게 기여하는 것입니다.",장기적 목표로서 SGI 서울보증이 기업들로부터 더 많은 신뢰와 믿음을 얻을 수 있도록 기여하는 것을 이루기 위해 어떤 노력과 역량을 발휘하고 있나요?
"저는 정확한 개인 및 기업 신용분석을 바탕으로 SGI 서울보증이 많은 기업인들로부터 더 많은 신뢰와 믿음을 얻을 수 있도록 기여하기 위해 지원했습니다. 최근 세계 경기 침체의 가능성과 긴축정책, 인플레이션으로 인한 공급 사이드의 부정적 영향으로 개인 및 기업들이 활력을 잃어가고 있습니다. 또한 경기 침체의 우려로 시중은행들은 리스크 관리를 하기 위해 재정건정성이 부실하고 담보가 없는 영세 소상공인이나 중소기업들에게 대출을 하지 않아서 큰 우려가 되고 있습니다.
따라서 저는 재무적 요소와 비재무적 요소를 종합적으로 고려하고 분석하여 미래 계획이 확고하며 채무 상환 의지가 구체적으로 있는 개인 또는 기업들에게 알맞은 보증을 해서 그들이 사업이나 경영을 하는 데 큰 어려움을 느끼지 않도록 하는 것이 단기적 목표입니다. 장기적으로 저의 적절한 개인 및 기업의 신용분석으로 기업들의 활력들을 되찾아 기업들로부터 SGI 서울보증이 더 많은 신뢰와 믿음을 얻을 수 있게 기여하는 것입니다.",당신의 신용분석 업무에서 중요하다고 생각하는 가치나 윤리에 대해 이야기해주세요. 이를 어떻게 실천하고 반영하고 있나요?
"저는 고등학교 농구 대회 연습 도중 어려움을 느꼈지만 극복한 경험이 있습니다. 제가 속한 농구부는 학교 대표로 시 대회에 참가했습니다. 시 대회를 위해 학교에서 연습 경기를 하며 팀워크를 다지고 있었는데 제가 다른 팀원들보다 실력이 뒤처져서 경기 도중 실수를 많이 했습니다. 많은 실수가 누적되면서 심리적으로 위축되었고 팀원들과의 신뢰가 많이 훼손되어 어려움을 느꼈습니다. 이러한 문제 상황에서 제가 소극적으로 행동하면 팀 전체에 큰 피해를 끼친다고 생각해서 먼저 적극적으로 팀원들에게 도움을 요청했고 팀원들이 저에게 바라는 역할이 무엇인지 질문을 했습니다. 팀원들이 저에게 해준 조언을 바탕으로 개인 연습과 팀 연습을 했습니다. 덕분에 연습 경기에서 실수를 많이 줄일 수 있어서 자신감이 생겼고 무엇보다도 팀원들과 신뢰와 유대관계가 형성되었습니다.
아쉽게 저희는 우승을 하지 못했지만 저는 벤치 멤버로서 실수하지 않고 득점을 하고 팀원을 도울 수 있어서 뿌듯함을 느꼈고 발전했다고 생각했습니다.",농구 대회 연습 도중에 겪은 어려움과 실수들이 미치는 영향에 대해 어떤 생각을 하셨나요?
"저는 고등학교 농구 대회 연습 도중 어려움을 느꼈지만 극복한 경험이 있습니다. 제가 속한 농구부는 학교 대표로 시 대회에 참가했습니다. 시 대회를 위해 학교에서 연습 경기를 하며 팀워크를 다지고 있었는데 제가 다른 팀원들보다 실력이 뒤처져서 경기 도중 실수를 많이 했습니다. 많은 실수가 누적되면서 심리적으로 위축되었고 팀원들과의 신뢰가 많이 훼손되어 어려움을 느꼈습니다. 이러한 문제 상황에서 제가 소극적으로 행동하면 팀 전체에 큰 피해를 끼친다고 생각해서 먼저 적극적으로 팀원들에게 도움을 요청했고 팀원들이 저에게 바라는 역할이 무엇인지 질문을 했습니다. 팀원들이 저에게 해준 조언을 바탕으로 개인 연습과 팀 연습을 했습니다. 덕분에 연습 경기에서 실수를 많이 줄일 수 있어서 자신감이 생겼고 무엇보다도 팀원들과 신뢰와 유대관계가 형성되었습니다.
아쉽게 저희는 우승을 하지 못했지만 저는 벤치 멤버로서 실수하지 않고 득점을 하고 팀원을 도울 수 있어서 뿌듯함을 느꼈고 발전했다고 생각했습니다.",실수와 심리적인 위축 상태로부터 벗어나기 위해 어떤 방법과 전략을 사용하셨나요?
"저는 고등학교 농구 대회 연습 도중 어려움을 느꼈지만 극복한 경험이 있습니다. 제가 속한 농구부는 학교 대표로 시 대회에 참가했습니다. 시 대회를 위해 학교에서 연습 경기를 하며 팀워크를 다지고 있었는데 제가 다른 팀원들보다 실력이 뒤처져서 경기 도중 실수를 많이 했습니다. 많은 실수가 누적되면서 심리적으로 위축되었고 팀원들과의 신뢰가 많이 훼손되어 어려움을 느꼈습니다. 이러한 문제 상황에서 제가 소극적으로 행동하면 팀 전체에 큰 피해를 끼친다고 생각해서 먼저 적극적으로 팀원들에게 도움을 요청했고 팀원들이 저에게 바라는 역할이 무엇인지 질문을 했습니다. 팀원들이 저에게 해준 조언을 바탕으로 개인 연습과 팀 연습을 했습니다. 덕분에 연습 경기에서 실수를 많이 줄일 수 있어서 자신감이 생겼고 무엇보다도 팀원들과 신뢰와 유대관계가 형성되었습니다.
아쉽게 저희는 우승을 하지 못했지만 저는 벤치 멤버로서 실수하지 않고 득점을 하고 팀원을 도울 수 있어서 뿌듯함을 느꼈고 발전했다고 생각했습니다.",팀 전체에 큰 피해를 끼치지 않기 위해 어떤 자세를 취하고 어떤 노력을 하셨나요?
"저는 고등학교 농구 대회 연습 도중 어려움을 느꼈지만 극복한 경험이 있습니다. 제가 속한 농구부는 학교 대표로 시 대회에 참가했습니다. 시 대회를 위해 학교에서 연습 경기를 하며 팀워크를 다지고 있었는데 제가 다른 팀원들보다 실력이 뒤처져서 경기 도중 실수를 많이 했습니다. 많은 실수가 누적되면서 심리적으로 위축되었고 팀원들과의 신뢰가 많이 훼손되어 어려움을 느꼈습니다. 이러한 문제 상황에서 제가 소극적으로 행동하면 팀 전체에 큰 피해를 끼친다고 생각해서 먼저 적극적으로 팀원들에게 도움을 요청했고 팀원들이 저에게 바라는 역할이 무엇인지 질문을 했습니다. 팀원들이 저에게 해준 조언을 바탕으로 개인 연습과 팀 연습을 했습니다. 덕분에 연습 경기에서 실수를 많이 줄일 수 있어서 자신감이 생겼고 무엇보다도 팀원들과 신뢰와 유대관계가 형성되었습니다.
아쉽게 저희는 우승을 하지 못했지만 저는 벤치 멤버로서 실수하지 않고 득점을 하고 팀원을 도울 수 있어서 뿌듯함을 느꼈고 발전했다고 생각했습니다.","팀원들과의 신뢰와 유대관계를 형성하기 위해 어떤 방법을 사용했고, 그 과정에서 어떤 변화가 있었나요?"
"저는 고등학교 농구 대회 연습 도중 어려움을 느꼈지만 극복한 경험이 있습니다. 제가 속한 농구부는 학교 대표로 시 대회에 참가했습니다. 시 대회를 위해 학교에서 연습 경기를 하며 팀워크를 다지고 있었는데 제가 다른 팀원들보다 실력이 뒤처져서 경기 도중 실수를 많이 했습니다. 많은 실수가 누적되면서 심리적으로 위축되었고 팀원들과의 신뢰가 많이 훼손되어 어려움을 느꼈습니다. 이러한 문제 상황에서 제가 소극적으로 행동하면 팀 전체에 큰 피해를 끼친다고 생각해서 먼저 적극적으로 팀원들에게 도움을 요청했고 팀원들이 저에게 바라는 역할이 무엇인지 질문을 했습니다. 팀원들이 저에게 해준 조언을 바탕으로 개인 연습과 팀 연습을 했습니다. 덕분에 연습 경기에서 실수를 많이 줄일 수 있어서 자신감이 생겼고 무엇보다도 팀원들과 신뢰와 유대관계가 형성되었습니다.
아쉽게 저희는 우승을 하지 못했지만 저는 벤치 멤버로서 실수하지 않고 득점을 하고 팀원을 도울 수 있어서 뿌듯함을 느꼈고 발전했다고 생각했습니다.","농구 대회에서 우승하지 못했지만, 개인적으로 당신이 뿌듯하게 느낀 경험과 성취가 무엇인가요?"
"저는 고등학교 농구 대회 연습 도중 어려움을 느꼈지만 극복한 경험이 있습니다. 제가 속한 농구부는 학교 대표로 시 대회에 참가했습니다. 시 대회를 위해 학교에서 연습 경기를 하며 팀워크를 다지고 있었는데 제가 다른 팀원들보다 실력이 뒤처져서 경기 도중 실수를 많이 했습니다. 많은 실수가 누적되면서 심리적으로 위축되었고 팀원들과의 신뢰가 많이 훼손되어 어려움을 느꼈습니다. 이러한 문제 상황에서 제가 소극적으로 행동하면 팀 전체에 큰 피해를 끼친다고 생각해서 먼저 적극적으로 팀원들에게 도움을 요청했고 팀원들이 저에게 바라는 역할이 무엇인지 질문을 했습니다. 팀원들이 저에게 해준 조언을 바탕으로 개인 연습과 팀 연습을 했습니다. 덕분에 연습 경기에서 실수를 많이 줄일 수 있어서 자신감이 생겼고 무엇보다도 팀원들과 신뢰와 유대관계가 형성되었습니다.
아쉽게 저희는 우승을 하지 못했지만 저는 벤치 멤버로서 실수하지 않고 득점을 하고 팀원을 도울 수 있어서 뿌듯함을 느꼈고 발전했다고 생각했습니다.",농구 대회에서 극복한 상황과 배운 교훈을 당신의 일상적인 업무나 도전에 어떻게 적용하려고 하나요?
"저는 고등학교 농구 대회 연습 도중 어려움을 느꼈지만 극복한 경험이 있습니다. 제가 속한 농구부는 학교 대표로 시 대회에 참가했습니다. 시 대회를 위해 학교에서 연습 경기를 하며 팀워크를 다지고 있었는데 제가 다른 팀원들보다 실력이 뒤처져서 경기 도중 실수를 많이 했습니다. 많은 실수가 누적되면서 심리적으로 위축되었고 팀원들과의 신뢰가 많이 훼손되어 어려움을 느꼈습니다. 이러한 문제 상황에서 제가 소극적으로 행동하면 팀 전체에 큰 피해를 끼친다고 생각해서 먼저 적극적으로 팀원들에게 도움을 요청했고 팀원들이 저에게 바라는 역할이 무엇인지 질문을 했습니다. 팀원들이 저에게 해준 조언을 바탕으로 개인 연습과 팀 연습을 했습니다. 덕분에 연습 경기에서 실수를 많이 줄일 수 있어서 자신감이 생겼고 무엇보다도 팀원들과 신뢰와 유대관계가 형성되었습니다.
아쉽게 저희는 우승을 하지 못했지만 저는 벤치 멤버로서 실수하지 않고 득점을 하고 팀원을 도울 수 있어서 뿌듯함을 느꼈고 발전했다고 생각했습니다.",팀 전체의 목표를 달성하지 못했을 때에도 당신은 어떻게 긍정적인 성과를 창출하고자 하셨나요?
