자소서,질문
"1. 지원 동기
저는 제가 만든 서비스가 누군가에게 도움이 될 때 보람을 느낍니다. 오픈베이스는 IT 서비스 업체로, 네트워킹 솔루션, 보안 솔루션, 서버/스토리지 솔루션 및 ITO 사업 서비스를 제공합니다. 오픈베이스는 와 IT 기술이 만나 기업 사용자에게 편리한 네트워크 보안 솔루션을 제공하듯 오픈베이스에서 업무함으로써 더 넓은 범위에서 사용자에게 편리한 서비스를 제공하는 개발자가 되고 싶어 지원했습니다.
2. 강점
저는 백엔드 역량을 더욱 갖추기 위해 NHN 커머스 백엔드 교육과정을 수료했습니다. Spring Boot를 사용하여 MVC 패턴을 적용한
웹 개발을 진행했습니다. Restful api를 기반으로 백엔드를 구성해 CRUD 기능을 처리했습니다.
또한 교내 캡스톤디자인 대회에 참가해 특허를 출원한 경험이 있습니다. 특허를 출원할 수 있었던 이유는 사용자의 불편함을 파악해 불편함을 해소했기 때문이라고 생각합니다.
3. 입사 후 포부
오픈베이스에 입사하여 해당 직무에 관련된 업무, 교육에 집중하여 기본 지식을 함양하며 빠르게 적응하겠습니다. 이후 오픈베이스가 지향하는 개발 방법, 개발 문화에 적응하며 자기 개발을 통해 전문성을 갖추어 개발팀의 한 일원으로써 오픈베이스의 성장에 이바지하겠습니다.","오픈베이스에 입사하게 된다면, 개발팀 내에서의 역할과 협업 방식에 대해 어떻게 생각하고 있으며, 팀워크와 협업 능력을 향상시키기 위해 어떤 노력을 기울일 계획인지 말씀해주세요."
"1. 지원 동기
저는 제가 만든 서비스가 누군가에게 도움이 될 때 보람을 느낍니다. 오픈베이스는 IT 서비스 업체로, 네트워킹 솔루션, 보안 솔루션, 서버/스토리지 솔루션 및 ITO 사업 서비스를 제공합니다. 오픈베이스는 와 IT 기술이 만나 기업 사용자에게 편리한 네트워크 보안 솔루션을 제공하듯 오픈베이스에서 업무함으로써 더 넓은 범위에서 사용자에게 편리한 서비스를 제공하는 개발자가 되고 싶어 지원했습니다.
2. 강점
저는 백엔드 역량을 더욱 갖추기 위해 NHN 커머스 백엔드 교육과정을 수료했습니다. Spring Boot를 사용하여 MVC 패턴을 적용한
웹 개발을 진행했습니다. Restful api를 기반으로 백엔드를 구성해 CRUD 기능을 처리했습니다.
또한 교내 캡스톤디자인 대회에 참가해 특허를 출원한 경험이 있습니다. 특허를 출원할 수 있었던 이유는 사용자의 불편함을 파악해 불편함을 해소했기 때문이라고 생각합니다.
3. 입사 후 포부
오픈베이스에 입사하여 해당 직무에 관련된 업무, 교육에 집중하여 기본 지식을 함양하며 빠르게 적응하겠습니다. 이후 오픈베이스가 지향하는 개발 방법, 개발 문화에 적응하며 자기 개발을 통해 전문성을 갖추어 개발팀의 한 일원으로써 오픈베이스의 성장에 이바지하겠습니다.","기술적인 도전 뿐만 아니라 오픈베이스의 비즈니스와 서비스에 대해 어떻게 이해하고 있는지 설명해주세요. 오픈베이스가 제공하는 서비스에 대해 조사하고, 그 서비스를 개선하거나 새로운 아이디어를 제안할 수 있는 능력을 보여주세요."
"1. 지원 동기
저는 제가 만든 서비스가 누군가에게 도움이 될 때 보람을 느낍니다. 오픈베이스는 IT 서비스 업체로, 네트워킹 솔루션, 보안 솔루션, 서버/스토리지 솔루션 및 ITO 사업 서비스를 제공합니다. 오픈베이스는 와 IT 기술이 만나 기업 사용자에게 편리한 네트워크 보안 솔루션을 제공하듯 오픈베이스에서 업무함으로써 더 넓은 범위에서 사용자에게 편리한 서비스를 제공하는 개발자가 되고 싶어 지원했습니다.
2. 강점
저는 백엔드 역량을 더욱 갖추기 위해 NHN 커머스 백엔드 교육과정을 수료했습니다. Spring Boot를 사용하여 MVC 패턴을 적용한
웹 개발을 진행했습니다. Restful api를 기반으로 백엔드를 구성해 CRUD 기능을 처리했습니다.
또한 교내 캡스톤디자인 대회에 참가해 특허를 출원한 경험이 있습니다. 특허를 출원할 수 있었던 이유는 사용자의 불편함을 파악해 불편함을 해소했기 때문이라고 생각합니다.
3. 입사 후 포부
오픈베이스에 입사하여 해당 직무에 관련된 업무, 교육에 집중하여 기본 지식을 함양하며 빠르게 적응하겠습니다. 이후 오픈베이스가 지향하는 개발 방법, 개발 문화에 적응하며 자기 개발을 통해 전문성을 갖추어 개발팀의 한 일원으로써 오픈베이스의 성장에 이바지하겠습니다.","기술적인 역량 외에도 소통과 커뮤니케이션 능력이 중요한 개발자로서, 팀원들과의 협업에서 어떻게 소통하고 의사결정을 진행할 계획인지 말씀해주세요."
"1. 지원 동기
저는 제가 만든 서비스가 누군가에게 도움이 될 때 보람을 느낍니다. 오픈베이스는 IT 서비스 업체로, 네트워킹 솔루션, 보안 솔루션, 서버/스토리지 솔루션 및 ITO 사업 서비스를 제공합니다. 오픈베이스는 와 IT 기술이 만나 기업 사용자에게 편리한 네트워크 보안 솔루션을 제공하듯 오픈베이스에서 업무함으로써 더 넓은 범위에서 사용자에게 편리한 서비스를 제공하는 개발자가 되고 싶어 지원했습니다.
2. 강점
저는 백엔드 역량을 더욱 갖추기 위해 NHN 커머스 백엔드 교육과정을 수료했습니다. Spring Boot를 사용하여 MVC 패턴을 적용한
웹 개발을 진행했습니다. Restful api를 기반으로 백엔드를 구성해 CRUD 기능을 처리했습니다.
또한 교내 캡스톤디자인 대회에 참가해 특허를 출원한 경험이 있습니다. 특허를 출원할 수 있었던 이유는 사용자의 불편함을 파악해 불편함을 해소했기 때문이라고 생각합니다.
3. 입사 후 포부
오픈베이스에 입사하여 해당 직무에 관련된 업무, 교육에 집중하여 기본 지식을 함양하며 빠르게 적응하겠습니다. 이후 오픈베이스가 지향하는 개발 방법, 개발 문화에 적응하며 자기 개발을 통해 전문성을 갖추어 개발팀의 한 일원으로써 오픈베이스의 성장에 이바지하겠습니다.","개발자로서 계속해서 성장하고자 하는 의지와 자기계발 방법에 대해 설명해주세요. 오픈베이스에서 어떤 교육 기회를 활용하고, 개인적으로 어떤 학습 계획을 가지고 있는지 말씀해주세요."
"올림픽 도핑관리팀 샤프롱으로 활동했습니다. 공정한 대회 진행에 기여했으며 국가대표 선수들과 귀빈을 모셨습니다. 국제행사 경험 간 귀빈 영접과 고객 서비스에 소질을 느껴 컨벤션경영 분야로 전공 변경을 결심했습니다. 1학년 수석 성적과 진로에 대한 확고한 의지로 전공 변경 목표를 이뤘습니다. 이후 군에서 인사 행정을 담당하며 부대원의 근무 만족도를 높이는 목표를 실현했습니다. 근무표와 관련한 부대원의 애로사항을 매월 종합하고 법령과 규정을 준수하는 선에서 부대원의 의견이 반영되도록 한 건도 빠짐없이 임무를 수행했습니다. 이 과정에서 OA 활용 능력 향상과 사무기기 및 비품 관리 요령을 익혔습니다.
새로움을 두려워하지 않으며 끊임없이 도전하고 경험을 통해 성장하고자 합니다. 업무 간 프로정신과 책임의식을 발휘해 업무에 임하겠으며 임직원의 안전한, 효율적인 근무 환경을 조성해 코오롱글로텍의 성장에 일조하겠습니다.",올림픽 도핑관리팀 샤프롱에서의 경험은 어떻게 귀하의 컨벤션경영 분야로의 전공 변경에 영향을 미쳤나요? 이러한 경험을 통해 어떤 가치를 귀하가 발견했나요?
"올림픽 도핑관리팀 샤프롱으로 활동했습니다. 공정한 대회 진행에 기여했으며 국가대표 선수들과 귀빈을 모셨습니다. 국제행사 경험 간 귀빈 영접과 고객 서비스에 소질을 느껴 컨벤션경영 분야로 전공 변경을 결심했습니다. 1학년 수석 성적과 진로에 대한 확고한 의지로 전공 변경 목표를 이뤘습니다. 이후 군에서 인사 행정을 담당하며 부대원의 근무 만족도를 높이는 목표를 실현했습니다. 근무표와 관련한 부대원의 애로사항을 매월 종합하고 법령과 규정을 준수하는 선에서 부대원의 의견이 반영되도록 한 건도 빠짐없이 임무를 수행했습니다. 이 과정에서 OA 활용 능력 향상과 사무기기 및 비품 관리 요령을 익혔습니다.
새로움을 두려워하지 않으며 끊임없이 도전하고 경험을 통해 성장하고자 합니다. 업무 간 프로정신과 책임의식을 발휘해 업무에 임하겠으며 임직원의 안전한, 효율적인 근무 환경을 조성해 코오롱글로텍의 성장에 일조하겠습니다.","샤프롱에서 국제행사 경험과 귀빈 영접, 그리고 국가대표 선수들과의 교류는 어떤 도전적인 상황이었나요? 이러한 상황에서 어떻게 대처하고 성공적으로 업무를 수행했나요?"
"올림픽 도핑관리팀 샤프롱으로 활동했습니다. 공정한 대회 진행에 기여했으며 국가대표 선수들과 귀빈을 모셨습니다. 국제행사 경험 간 귀빈 영접과 고객 서비스에 소질을 느껴 컨벤션경영 분야로 전공 변경을 결심했습니다. 1학년 수석 성적과 진로에 대한 확고한 의지로 전공 변경 목표를 이뤘습니다. 이후 군에서 인사 행정을 담당하며 부대원의 근무 만족도를 높이는 목표를 실현했습니다. 근무표와 관련한 부대원의 애로사항을 매월 종합하고 법령과 규정을 준수하는 선에서 부대원의 의견이 반영되도록 한 건도 빠짐없이 임무를 수행했습니다. 이 과정에서 OA 활용 능력 향상과 사무기기 및 비품 관리 요령을 익혔습니다.
새로움을 두려워하지 않으며 끊임없이 도전하고 경험을 통해 성장하고자 합니다. 업무 간 프로정신과 책임의식을 발휘해 업무에 임하겠으며 임직원의 안전한, 효율적인 근무 환경을 조성해 코오롱글로텍의 성장에 일조하겠습니다.",군에서의 인사 행정 담당 경험을 통해 어떤 부대원의 근무 만족도를 높이기 위한 노력을 기울였나요? 근무표와 관련된 애로사항을 종합하고 부대원의 의견을 반영하기 위해 어떤 방법을 사용했나요?
"올림픽 도핑관리팀 샤프롱으로 활동했습니다. 공정한 대회 진행에 기여했으며 국가대표 선수들과 귀빈을 모셨습니다. 국제행사 경험 간 귀빈 영접과 고객 서비스에 소질을 느껴 컨벤션경영 분야로 전공 변경을 결심했습니다. 1학년 수석 성적과 진로에 대한 확고한 의지로 전공 변경 목표를 이뤘습니다. 이후 군에서 인사 행정을 담당하며 부대원의 근무 만족도를 높이는 목표를 실현했습니다. 근무표와 관련한 부대원의 애로사항을 매월 종합하고 법령과 규정을 준수하는 선에서 부대원의 의견이 반영되도록 한 건도 빠짐없이 임무를 수행했습니다. 이 과정에서 OA 활용 능력 향상과 사무기기 및 비품 관리 요령을 익혔습니다.
새로움을 두려워하지 않으며 끊임없이 도전하고 경험을 통해 성장하고자 합니다. 업무 간 프로정신과 책임의식을 발휘해 업무에 임하겠으며 임직원의 안전한, 효율적인 근무 환경을 조성해 코오롱글로텍의 성장에 일조하겠습니다.",OA 활용 능력 향상과 사무기기 및 비품 관리 요령을 익힌 과정에서 어떤 어려움과 도전이 있었나요? 이러한 도전을 어떻게 극복했고 개선해나갔나요?
"올림픽 도핑관리팀 샤프롱으로 활동했습니다. 공정한 대회 진행에 기여했으며 국가대표 선수들과 귀빈을 모셨습니다. 국제행사 경험 간 귀빈 영접과 고객 서비스에 소질을 느껴 컨벤션경영 분야로 전공 변경을 결심했습니다. 1학년 수석 성적과 진로에 대한 확고한 의지로 전공 변경 목표를 이뤘습니다. 이후 군에서 인사 행정을 담당하며 부대원의 근무 만족도를 높이는 목표를 실현했습니다. 근무표와 관련한 부대원의 애로사항을 매월 종합하고 법령과 규정을 준수하는 선에서 부대원의 의견이 반영되도록 한 건도 빠짐없이 임무를 수행했습니다. 이 과정에서 OA 활용 능력 향상과 사무기기 및 비품 관리 요령을 익혔습니다.
새로움을 두려워하지 않으며 끊임없이 도전하고 경험을 통해 성장하고자 합니다. 업무 간 프로정신과 책임의식을 발휘해 업무에 임하겠으며 임직원의 안전한, 효율적인 근무 환경을 조성해 코오롱글로텍의 성장에 일조하겠습니다.","끊임없는 도전과 성장을 추구한다고 하셨는데, 지금까지 어떤 도전적인 상황을 겪고 이를 어떻게 극복하고 발전했는지 예를 들어주세요."
"올림픽 도핑관리팀 샤프롱으로 활동했습니다. 공정한 대회 진행에 기여했으며 국가대표 선수들과 귀빈을 모셨습니다. 국제행사 경험 간 귀빈 영접과 고객 서비스에 소질을 느껴 컨벤션경영 분야로 전공 변경을 결심했습니다. 1학년 수석 성적과 진로에 대한 확고한 의지로 전공 변경 목표를 이뤘습니다. 이후 군에서 인사 행정을 담당하며 부대원의 근무 만족도를 높이는 목표를 실현했습니다. 근무표와 관련한 부대원의 애로사항을 매월 종합하고 법령과 규정을 준수하는 선에서 부대원의 의견이 반영되도록 한 건도 빠짐없이 임무를 수행했습니다. 이 과정에서 OA 활용 능력 향상과 사무기기 및 비품 관리 요령을 익혔습니다.
새로움을 두려워하지 않으며 끊임없이 도전하고 경험을 통해 성장하고자 합니다. 업무 간 프로정신과 책임의식을 발휘해 업무에 임하겠으며 임직원의 안전한, 효율적인 근무 환경을 조성해 코오롱글로텍의 성장에 일조하겠습니다.","임직원의 안전한, 효율적인 근무 환경을 조성하는 것에 대해 어떻게 생각하고 있으며, 이를 위해 어떤 방법을 활용할 계획인지 말씀해주세요."
"올림픽 도핑관리팀 샤프롱으로 활동했습니다. 공정한 대회 진행에 기여했으며 국가대표 선수들과 귀빈을 모셨습니다. 국제행사 경험 간 귀빈 영접과 고객 서비스에 소질을 느껴 컨벤션경영 분야로 전공 변경을 결심했습니다. 1학년 수석 성적과 진로에 대한 확고한 의지로 전공 변경 목표를 이뤘습니다. 이후 군에서 인사 행정을 담당하며 부대원의 근무 만족도를 높이는 목표를 실현했습니다. 근무표와 관련한 부대원의 애로사항을 매월 종합하고 법령과 규정을 준수하는 선에서 부대원의 의견이 반영되도록 한 건도 빠짐없이 임무를 수행했습니다. 이 과정에서 OA 활용 능력 향상과 사무기기 및 비품 관리 요령을 익혔습니다.
새로움을 두려워하지 않으며 끊임없이 도전하고 경험을 통해 성장하고자 합니다. 업무 간 프로정신과 책임의식을 발휘해 업무에 임하겠으며 임직원의 안전한, 효율적인 근무 환경을 조성해 코오롱글로텍의 성장에 일조하겠습니다.","코오롱글로텍의 성장에 일조하고자 한다고 언급하셨는데, 코오롱글로텍의 비전과 가치에 대해 얼마나 이해하고 있는지 설명해주세요. 귀하가 기여하고자 하는 방식에 대해 구체적으로 말씀해주세요."
"올림픽 도핑관리팀 샤프롱으로 활동했습니다. 공정한 대회 진행에 기여했으며 국가대표 선수들과 귀빈을 모셨습니다. 국제행사 경험 간 귀빈 영접과 고객 서비스에 소질을 느껴 컨벤션경영 분야로 전공 변경을 결심했습니다. 1학년 수석 성적과 진로에 대한 확고한 의지로 전공 변경 목표를 이뤘습니다. 이후 군에서 인사 행정을 담당하며 부대원의 근무 만족도를 높이는 목표를 실현했습니다. 근무표와 관련한 부대원의 애로사항을 매월 종합하고 법령과 규정을 준수하는 선에서 부대원의 의견이 반영되도록 한 건도 빠짐없이 임무를 수행했습니다. 이 과정에서 OA 활용 능력 향상과 사무기기 및 비품 관리 요령을 익혔습니다.
새로움을 두려워하지 않으며 끊임없이 도전하고 경험을 통해 성장하고자 합니다. 업무 간 프로정신과 책임의식을 발휘해 업무에 임하겠으며 임직원의 안전한, 효율적인 근무 환경을 조성해 코오롱글로텍의 성장에 일조하겠습니다.","컨벤션경영 분야로 진로를 변경하면서 향후 어떤 분야에서 성장하고자 하며, 자신의 역량을 어떻게 발전시킬 계획인지 말씀해주세요."
"국내 최고 수준의 호텔에서 컨시어지 직무 수행 간 의사소통 역량을 발휘해 문제를 해결하고 목표를 달성한 경험이 있습니다. 사전 교육 시간에 'VIP란 누구인가'에 대해 토의 후 하나의 의견으로 발표해야 했는데 한 동료가 '기업가, 연예인 등 대중 영향력이 있는 고객'이라고 말했습니다. 본인은 동료의 의견을 경청하고 공감한 후 불만족을 경험했음에도 재방문한 고객도 VIP가 될 수 있다고 말했습니다. 종업원 입장이 아닌 고객 입장에서 생각했습니다. 이전에 불만을 표현했음에도 재방문한 것은 더 나은 서비스를 기대함과 동시에 기업에는 만회할 마지막 기회입니다. 고객이 만족을 느꼈다면 해당 고객은 충성 고객이 될 수 있다는 마케팅 이론과 주변인들에게 만족을 공유하며 기업의 홍보대사가 될 수 있다는 기대효과를 덧붙여 설명했습니다.
동료 의견을 경청하고 공감했기에 동료들과 원활하게 소통할 수 있었습니다. 그리고 주장에 대해 논리적인 근거를 뒷받침하여 설명했기에 조원의 선택을 받을 수 있었고 결과적으로 조원 모두 가산점을 받을 수 있었습니다. 이처럼 경청과 공감, 논리력을 발휘하여 임직원과 협력하고, 상호 발전하는 코오롱글로텍의 인사 총무가 되겠습니다.","컨시어지 직무에서 의사소통 역량을 발휘하여 문제를 해결하고 목표를 달성한 경험에 대해 좀 더 구체적으로 설명해주세요. 어떤 문제가 있었고, 어떤 방식으로 의사소통을 하며 문제를 해결했나요?"
"국내 최고 수준의 호텔에서 컨시어지 직무 수행 간 의사소통 역량을 발휘해 문제를 해결하고 목표를 달성한 경험이 있습니다. 사전 교육 시간에 'VIP란 누구인가'에 대해 토의 후 하나의 의견으로 발표해야 했는데 한 동료가 '기업가, 연예인 등 대중 영향력이 있는 고객'이라고 말했습니다. 본인은 동료의 의견을 경청하고 공감한 후 불만족을 경험했음에도 재방문한 고객도 VIP가 될 수 있다고 말했습니다. 종업원 입장이 아닌 고객 입장에서 생각했습니다. 이전에 불만을 표현했음에도 재방문한 것은 더 나은 서비스를 기대함과 동시에 기업에는 만회할 마지막 기회입니다. 고객이 만족을 느꼈다면 해당 고객은 충성 고객이 될 수 있다는 마케팅 이론과 주변인들에게 만족을 공유하며 기업의 홍보대사가 될 수 있다는 기대효과를 덧붙여 설명했습니다.
동료 의견을 경청하고 공감했기에 동료들과 원활하게 소통할 수 있었습니다. 그리고 주장에 대해 논리적인 근거를 뒷받침하여 설명했기에 조원의 선택을 받을 수 있었고 결과적으로 조원 모두 가산점을 받을 수 있었습니다. 이처럼 경청과 공감, 논리력을 발휘하여 임직원과 협력하고, 상호 발전하는 코오롱글로텍의 인사 총무가 되겠습니다.","'VIP란 누구인가'라는 주제로 발표를 할 때, 동료의 의견과 본인의 의견이 다른 경우에 대처하는 방법과 접근 방식에 대해 말씀해주세요. 어떻게 동료의 의견을 경청하고 공감한 후에 본인의 의견을 주장했나요?"
"국내 최고 수준의 호텔에서 컨시어지 직무 수행 간 의사소통 역량을 발휘해 문제를 해결하고 목표를 달성한 경험이 있습니다. 사전 교육 시간에 'VIP란 누구인가'에 대해 토의 후 하나의 의견으로 발표해야 했는데 한 동료가 '기업가, 연예인 등 대중 영향력이 있는 고객'이라고 말했습니다. 본인은 동료의 의견을 경청하고 공감한 후 불만족을 경험했음에도 재방문한 고객도 VIP가 될 수 있다고 말했습니다. 종업원 입장이 아닌 고객 입장에서 생각했습니다. 이전에 불만을 표현했음에도 재방문한 것은 더 나은 서비스를 기대함과 동시에 기업에는 만회할 마지막 기회입니다. 고객이 만족을 느꼈다면 해당 고객은 충성 고객이 될 수 있다는 마케팅 이론과 주변인들에게 만족을 공유하며 기업의 홍보대사가 될 수 있다는 기대효과를 덧붙여 설명했습니다.
동료 의견을 경청하고 공감했기에 동료들과 원활하게 소통할 수 있었습니다. 그리고 주장에 대해 논리적인 근거를 뒷받침하여 설명했기에 조원의 선택을 받을 수 있었고 결과적으로 조원 모두 가산점을 받을 수 있었습니다. 이처럼 경청과 공감, 논리력을 발휘하여 임직원과 협력하고, 상호 발전하는 코오롱글로텍의 인사 총무가 되겠습니다.","고객 입장에서 생각하며 주장을 전달한 경험에서, 고객 만족에 대한 기대효과와 기업의 장기적인 이익을 고려했던 이유를 자세히 설명해주세요. 이러한 고려를 통해 어떤 결과가 있었나요?"
"국내 최고 수준의 호텔에서 컨시어지 직무 수행 간 의사소통 역량을 발휘해 문제를 해결하고 목표를 달성한 경험이 있습니다. 사전 교육 시간에 'VIP란 누구인가'에 대해 토의 후 하나의 의견으로 발표해야 했는데 한 동료가 '기업가, 연예인 등 대중 영향력이 있는 고객'이라고 말했습니다. 본인은 동료의 의견을 경청하고 공감한 후 불만족을 경험했음에도 재방문한 고객도 VIP가 될 수 있다고 말했습니다. 종업원 입장이 아닌 고객 입장에서 생각했습니다. 이전에 불만을 표현했음에도 재방문한 것은 더 나은 서비스를 기대함과 동시에 기업에는 만회할 마지막 기회입니다. 고객이 만족을 느꼈다면 해당 고객은 충성 고객이 될 수 있다는 마케팅 이론과 주변인들에게 만족을 공유하며 기업의 홍보대사가 될 수 있다는 기대효과를 덧붙여 설명했습니다.
동료 의견을 경청하고 공감했기에 동료들과 원활하게 소통할 수 있었습니다. 그리고 주장에 대해 논리적인 근거를 뒷받침하여 설명했기에 조원의 선택을 받을 수 있었고 결과적으로 조원 모두 가산점을 받을 수 있었습니다. 이처럼 경청과 공감, 논리력을 발휘하여 임직원과 협력하고, 상호 발전하는 코오롱글로텍의 인사 총무가 되겠습니다.","동료들과 소통하며 원활한 팀 협력을 이뤄냈던 경험에서 어떤 점이 효과적이었나요? 경청과 공감, 논리력을 발휘하는 과정에서 어떤 장점을 보여주셨나요?"
"국내 최고 수준의 호텔에서 컨시어지 직무 수행 간 의사소통 역량을 발휘해 문제를 해결하고 목표를 달성한 경험이 있습니다. 사전 교육 시간에 'VIP란 누구인가'에 대해 토의 후 하나의 의견으로 발표해야 했는데 한 동료가 '기업가, 연예인 등 대중 영향력이 있는 고객'이라고 말했습니다. 본인은 동료의 의견을 경청하고 공감한 후 불만족을 경험했음에도 재방문한 고객도 VIP가 될 수 있다고 말했습니다. 종업원 입장이 아닌 고객 입장에서 생각했습니다. 이전에 불만을 표현했음에도 재방문한 것은 더 나은 서비스를 기대함과 동시에 기업에는 만회할 마지막 기회입니다. 고객이 만족을 느꼈다면 해당 고객은 충성 고객이 될 수 있다는 마케팅 이론과 주변인들에게 만족을 공유하며 기업의 홍보대사가 될 수 있다는 기대효과를 덧붙여 설명했습니다.
동료 의견을 경청하고 공감했기에 동료들과 원활하게 소통할 수 있었습니다. 그리고 주장에 대해 논리적인 근거를 뒷받침하여 설명했기에 조원의 선택을 받을 수 있었고 결과적으로 조원 모두 가산점을 받을 수 있었습니다. 이처럼 경청과 공감, 논리력을 발휘하여 임직원과 협력하고, 상호 발전하는 코오롱글로텍의 인사 총무가 되겠습니다.","코오롱글로텍의 인사 총무로서, 조직 내에서 협력과 발전을 이뤄낼 수 있는 방법과 접근 방식에 대해 어떻게 생각하시나요? 코오롱글로텍에서 인사 총무로서 어떤 역할을 수행하고 싶으신가요?"
